conflict_case,origin_name,origin_iso,host_name,host_iso,host_group,year,post_conflict,conflict_intensity,refugee_stock,asylum_seekers,host_population,refugees_per_1000,log_refugee_stock,gdp_growth,inflation,unemployment,trade_pct_gdp,current_account_pct_gdp
Syrian Civil War,Syria,SYR,Sweden,SWE,non_neighbor_european_host,2023,1,1500.0,94873.0,856.0,10536632.0,9.004110611436367,11.46030497445793,-0.204061304891439,8.5486248974891,7.611,107.619709443974,6.2390117363286
Syrian Civil War,Syria,SYR,Sweden,SWE,non_neighbor_european_host,2024,1,2166.0,25632.0,727.0,10569709.0,2.425043111404486,10.151635862839903,0.820071806703865,2.83581658224034,8.4,105.883091480464,6.4830167356985
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2010,0,0.0,9.0,65.0,73142150.0,0.00012304806462484354,2.302585092994046,8.54219848467686,8.56644420552976,11.879,46.9433366709891,-5.70254261669491
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2011,1,1203.0,19.0,205.0,74223629.0,0.0002559831721512835,2.995732273553991,10.9799625273598,6.471879671151,9.789,53.651583897618,-8.81351105932507
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2012,1,50490.0,248466.0,200.0,75175827.0,3.305131581725067,12.423065318919862,4.80762696633448,8.89156996512163,9.21,53.3277612968607,-4.72096418758118
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2013,1,72016.0,585601.0,110.0,76147624.0,7.690338440500783,13.280395656923954,8.48825689298511,7.49309030547693,9.713,53.0683530043043,-5.12686124176872
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2014,1,65345.0,1557899.0,250.0,77181884.0,20.184775484361072,14.25884931850052,4.60079447270559,8.85457271364316,9.901,54.30677404128,-3.40746259930754
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2015,1,50181.0,2503549.0,297.0,78218479.0,32.00712967072653,14.733220282591843,5.80557386628684,7.67085364845885,10.304,51.8749252596832,-2.46735825450658
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2016,1,43650.0,2823987.0,180.0,79277962.0,35.62133698643767,14.853660628294456,3.32366508200445,7.7751341532833,10.899,48.870183807987,-2.54530792537505
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2017,1,24126.0,3424237.0,162.0,80312698.0,42.63630889352017,15.046389523173902,7.82585730002594,11.1443110840764,10.919,56.1356585158689,-4.06783613710293
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2018,1,13072.0,3622366.0,111.0,81407204.0,44.49687278290506,15.102638237527119,3.46815306092219,16.3324638988929,10.956,62.8251323851165,-1.85233343060557
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2019,1,7379.0,3576370.0,0.0,82579440.0,43.30823749834099,15.089859157097752,1.30162365464503,15.1768215720022,13.73,62.5784589326239,1.9351600379275
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2020,1,4589.0,3641370.0,0.0,83384680.0,43.66953258080501,15.107870817050387,1.80306247087255,12.2789574462574,13.148,60.389853117297,-4.22284721473811
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2021,1,1356.0,3737369.0,0.0,84147318.0,44.41459441404894,15.133892713467453,11.811094450607,19.5964926913324,11.969,69.6088976086437,-0.74064931592423
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2022,1,911.0,3535898.0,0.0,84979913.0,41.60863285421344,15.078478138983314,5.44122511322401,72.3088359891207,10.465,79.8982722314341,-4.99763806227356
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2023,1,1500.0,3214780.0,0.0,85325965.0,37.67645639870583,14.983269795137751,5.04512369812289,53.8594087593315,9.388,65.6832084738667,-3.63367003503212
Syrian Civil War,Syria,SYR,Turkey,TUR,neighboring_host,2024,1,2166.0,2901478.0,0.0,85518661.0,33.92801016844733,14.880731164950902,3.3276230893799,58.5064507300342,8.8,54.5988061195916,-0.766008235540632
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2010,0,0.0,282.0,238.0,8363404.0,0.03371832808746295,5.645446897643238,1.80898243043663,1.81353438995061,4.883,99.6448825546716,2.94294851772084
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2011,0,0.0,308.0,141.0,8391643.0,0.03670318196329372,5.733341276897746,2.92746800169145,3.2865791487538,4.637,105.775098372378,1.58501011759763
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2012,0,0.0,309.0,131.0,8429991.0,0.0366548434037474,5.736572297479192,0.628246239479637,2.48567562177014,4.909,105.840791389706,1.51000017550336
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2013,0,0.0,311.0,125.0,8479823.0,0.036675293812146785,5.7430031878094825,-0.250726423318454,2.00015616900597,5.367,104.985374015367,1.75299233450364
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2014,0,4895.0,300.0,0.0,8546356.0,0.03510268001941412,5.707110264748875,0.755798850316665,1.60581182954473,5.674,104.49673998926,2.31393875506259
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2015,0,1890.0,287.0,756.0,8642699.0,0.03320721918002698,5.662960480135946,1.30352331826198,0.896563335260319,5.802,103.11758174626,1.58832680063968
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2016,0,697.0,301.0,846.0,8736668.0,0.03445249378824971,5.71042701737487,2.11721964494312,0.891591752655362,6.064,101.573494597172,2.57148776968199
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2017,0,447.0,292.0,770.0,8797566.0,0.03319099851026977,5.680172609017068,2.27224992038207,2.08126911385586,5.561,105.556066755438,1.24444591726667
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2018,0,243.0,282.0,537.0,8840521.0,0.03189857249363471,5.645446897643238,2.48422114080024,1.99837981429548,4.933,108.377969971828,0.908176708238318
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2019,0,311.0,265.0,313.0,8879920.0,0.02984261119469545,5.583496308781699,1.75497619649288,1.53089564152643,4.56,108.207284904426,2.38423045289808
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2020,0,196.0,251.0,182.0,8916864.0,0.028148909751230924,5.529429087511423,-6.31825509209936,1.38191063351853,5.201,99.9482141095975,3.3513779974929
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2021,0,208.0,253.0,113.0,8955797.0,0.028249858722791506,5.537334267018537,4.92309171717903,2.7666666666667,6.459,111.032932124165,1.71590187553909
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2022,1,43.0,89862.0,249.0,9041851.0,9.938451761702332,11.406041567332844,5.33096379400371,8.54686993188457,4.992,123.579578652902,-0.826550284589036
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2023,1,0.0,83748.0,68.0,9131761.0,9.171067880554473,11.335579509317519,-0.786244288594673,7.81413417002831,5.264,115.152914822732,1.31277352992302
Russia-Ukraine War,Ukraine,UKR,Austria,AUT,non_neighbor_european_host,2024,1,0.0,84987.0,56.0,9177982.0,9.25987869664595,11.35026534903553,-0.659089573171372,2.93791574279375,5.2,108.825777834405,1.53088550116276
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2010,0,0.0,94.0,131.0,10474410.0,0.008974252487729619,4.553876891600541,2.71466509907701,1.47272727272728,7.281,126.756480116798,-3.48120039690542
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2011,0,0.0,94.0,0.0,10496088.0,0.008955717596879905,4.553876891600541,1.77238085338473,1.9172191363555,6.712,136.750855542438,-2.1691537824734
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2012,0,0.0,105.0,43.0,10510785.0,0.009989739110827593,4.663439094112067,-0.770668190622743,3.28762306610411,6.979,145.480195396935,-1.501449440317
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2013,0,0.0,110.0,26.0,10514272.0,0.010461970167787176,4.709530201312334,-0.0418124160447491,1.4382978723404,6.953,145.502230624961,-0.519137991701544
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2014,0,4895.0,292.0,174.0,10525347.0,0.027742553285891668,5.680172609017068,2.24521219862635,0.343988589646793,6.108,156.415122826886,0.217020094001342
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2015,0,1890.0,444.0,241.0,10546059.0,0.04210103508808361,6.09807428216624,4.95875848915604,0.309364548494975,5.048,154.018400997633,0.446971205922034
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2016,0,697.0,444.0,232.0,10566332.0,0.042020258307234715,6.09807428216624,2.58087013921376,0.683504209385702,3.952,148.547004664435,1.74734921729713
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2017,0,447.0,444.0,186.0,10594438.0,0.04190878270277291,6.09807428216624,5.17356529967881,2.4505339846014,2.893,147.750834854762,1.35301705500193
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2018,0,243.0,318.0,241.0,10629928.0,0.029915536586889394,5.765191102784844,2.83030588267866,2.14949494949492,2.246,145.141717890789,0.451859774047593
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2019,0,311.0,305.0,146.0,10671870.0,0.028579808412208918,5.723585101952381,3.56577658128261,2.84787595918041,2.015,138.154609993871,0.356195094422181
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2020,0,196.0,284.0,121.0,10697858.0,0.026547370510993883,5.652489180268651,-5.30487955463876,3.1612952849781,2.55,128.780430305965,1.7852008079583
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2021,0,208.0,225.0,120.0,10505772.0,0.021416798308586938,5.420534999272286,4.02901832055149,3.83984491500146,2.803,137.378116302868,-2.04624111898244
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2022,1,43.0,433501.0,137.0,10672118.0,40.61995941199301,12.97965168880224,2.8471706583814,15.100165146837,2.224,144.011494109397,-4.52048439437013
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2023,1,0.0,374247.0,100.0,10864042.0,34.44822838497863,12.83267395824622,0.0475803308973752,10.6612601372427,2.579,131.892598295876,-0.125406557037842
Russia-Ukraine War,Ukraine,UKR,Czechia,CZE,non_neighbor_european_host,2024,1,0.0,388388.0,126.0,10905028.0,35.61549773187194,12.869762693680022,1.23308611983484,2.43531202435314,2.6,131.484981069952,1.74244358000018
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2010,0,0.0,19398.0,94.0,81776930.0,0.23720626342906245,9.872976797331106,4.13463778522758,1.1038103778926,7.043,73.8852351200263,5.77277636027696
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2011,0,0.0,19922.0,70.0,80274983.0,0.24817196161847832,9.899630122208823,3.75796884489337,2.07517283735874,5.967,78.433002901442,6.26091712383114
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2012,0,0.0,20059.0,158.0,80425823.0,0.24940994386840157,9.906483061515926,0.463512036709204,2.00848884782956,5.372,79.3316495670315,7.19554460437767
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2013,0,0.0,261.0,259.0,80645605.0,0.0032363821934251716,5.568344503761097,0.396995583779145,1.50472330251876,5.316,77.5860288576931,6.72910853583547
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2014,0,4895.0,299.0,2772.0,80982500.0,0.0036921557126539683,5.703782474656201,2.18018602168017,0.906794000434245,4.979,76.8483516336234,7.19417703303447
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2015,0,1890.0,320.0,6628.0,81686611.0,0.003917410651300003,5.771441123130016,1.66300602334775,0.514426137125456,4.612,77.7565815686922,8.09671429040111
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2016,0,697.0,355.0,6346.0,82348669.0,0.004310937921777461,5.87493073085203,2.22222216259371,0.491747008445174,4.104,76.0059902166055,8.9023603683727
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2017,0,447.0,631.0,3963.0,82657002.0,0.00763395701189356,6.448889394146858,2.797906720551,1.50949485109628,3.781,77.4548394742448,8.07873526112888
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2018,0,243.0,741.0,3149.0,82905782.0,0.008937856710645344,6.60934924316738,1.13569604599849,1.73216879766941,3.384,79.1252260463654,8.43761219902204
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2019,0,311.0,847.0,2312.0,83092962.0,0.010193402420773013,6.742880635791903,0.977734697038784,1.44565976888253,3.163,79.0732427175683,7.87471222403171
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2020,0,196.0,895.0,1519.0,83160871.0,0.010762273040646725,6.79794041297493,-4.13191443239947,0.144877925813981,3.881,72.9335327120137,6.34782686016016
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2021,0,208.0,918.0,1328.0,83196078.0,0.0110341739907499,6.823286122355687,3.90999994204108,3.06666666666673,3.594,79.9195348609851,6.9200696637534
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2022,1,43.0,1002999.0,1383.0,83177813.0,12.058492088509228,13.818506066944073,1.8092581243061,6.87257438551096,3.137,88.7857542130501,3.85045627175846
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2023,1,0.0,1097503.0,1640.0,83287273.0,13.177319420699487,13.908549068571746,-0.869647578573321,5.94643667725823,3.071,81.9625483787634,5.51222510245724
Russia-Ukraine War,Ukraine,UKR,Germany,DEU,non_neighbor_european_host,2024,1,0.0,1205729.0,1830.0,83516593.0,14.436999363707281,14.00259575060725,-0.495851897260366,2.2564981433876,3.4,79.0907305894936,5.81156126321154
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2010,0,0.0,25.0,0.0,46576897.0,0.0005367467910110027,3.258096538021482,0.0941223116369514,1.79986457728768,19.86,52.6933699734019,-3.57734356702049
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2011,0,0.0,18.0,0.0,46742697.0,0.00038508689389489016,2.9444389791664403,-0.639920636520344,3.1961018883379,21.39,58.5118228859632,-2.58929008588059
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2012,0,0.0,10.0,15.0,46773055.0,0.00021379830759397692,2.3978952727983707,-2.86511368637748,2.44612782366808,24.789,60.5540346961864,0.125923054524352
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2013,0,0.0,6.0,9.0,46604197.0,0.0001287437695793793,1.9459101490553132,-1.42732224757626,1.40858109183018,26.094,61.6687726441327,2.07791536141212
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2014,0,4895.0,5.0,689.0,46460733.0,0.00010761775971119526,1.791759469228055,1.52048593647231,-0.151114837527234,24.441,63.39926213895,1.73595007328569
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2015,0,1890.0,0.0,0.0,46422303.0,0.0,0.0,4.06086672473866,-0.500365709903242,22.057,63.5820412248232,2.03697429462383
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2016,0,697.0,68.0,5555.0,46458139.0,0.001463683252572816,4.23410650459726,2.91515598595787,-0.202598000426452,19.635,63.1886778507294,3.15808866042231
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2017,0,447.0,368.0,4466.0,46571232.0,0.00790187384349205,5.910796644040527,2.89604207865007,1.95607633363963,17.224,66.167446137857,2.82857699785742
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2018,0,243.0,562.0,4300.0,46782011.0,0.012013164632875658,6.333279628139691,2.39541124478878,1.6749813686379,15.255,67.0094103982921,1.86142647160726
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2019,0,311.0,631.0,6460.0,47118501.0,0.013391767280542307,6.448889394146858,1.96117850841711,0.699518994458738,14.104,66.3662250440692,2.11978917805627
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2020,0,196.0,922.0,4290.0,47359424.0,0.019468142180107596,6.827629234502852,-10.9400706350371,-0.322753017299739,15.532,59.4461280147076,0.819280213926566
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2021,0,208.0,1515.0,2820.0,47443821.0,0.03193250391868732,7.323830566202317,6.68314420473001,3.09313511976419,14.914,66.524588943191,0.765004613238441
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2022,1,43.0,159194.0,1515.0,47786102.0,3.3313870212724193,11.977885144864032,6.37031712129601,8.39057634118626,13.033,78.4657338703054,0.379418337465124
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2023,1,0.0,191327.0,1145.0,48352528.0,3.956918240138344,12.16174451168063,2.46085796805582,3.53236133492432,12.179,71.7976366055733,2.73246084042226
Russia-Ukraine War,Ukraine,UKR,Spain,ESP,non_neighbor_european_host,2024,1,0.0,222544.0,1010.0,48848840.0,4.555768366249843,12.312884607330238,3.45525405630191,2.77417826534772,11.4,69.9502612382631,3.18327391138732
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2010,0,0.0,712.0,0.0,65026211.0,0.010949430837973936,6.569481420414296,2.00032476039051,1.53112270420918,9.279,56.587555247796,-0.832545468638348
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2011,0,0.0,716.0,0.0,65340830.0,0.010957926307333408,6.57507584059962,2.43757653729007,2.11159795175,9.228,60.6056354816406,-1.02802797917579
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2012,0,0.0,719.0,0.0,65657659.0,0.010950740720134418,6.579251212010101,0.183835264973013,1.95419531613509,9.841,61.6589570771102,-1.22530807843013
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2013,0,0.0,732.0,57.0,65997932.0,0.011091256616949756,6.597145701886651,0.781756446231,0.863715497861804,9.913,61.8192338733962,-0.597990456908108
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2014,0,4895.0,737.0,1239.0,66312067.0,0.011114115927045375,6.6039438246004725,0.997832947295251,0.507758822937989,10.273,62.1992669379507,-0.962733699381149
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2015,0,1890.0,1038.0,1533.0,66548272.0,0.015597700267859697,6.946013991099227,1.06675474783462,0.0375143805125181,10.354,63.5046871956484,-0.334528437032909
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2016,0,697.0,1382.0,636.0,66724104.0,0.02071215523553527,7.232010331664759,0.860031075424033,0.183334861123764,10.057,63.3427564383351,-0.538632351885891
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2017,0,447.0,1605.0,439.0,66918020.0,0.023984570972064027,7.381501894506707,2.08361485997399,1.03228275064681,9.409,65.3958481559711,-0.474615185215668
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2018,0,243.0,1715.0,703.0,67158348.0,0.025536661503347283,7.447751280047908,1.64590872395887,1.85081508315492,9.018,66.8022607812266,-0.735670615255372
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2019,0,311.0,1839.0,1020.0,67382061.0,0.02729213046778133,7.517520850603031,2.02744646419237,1.10825492288293,8.415,66.4289771741449,0.587362764575747
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2020,0,196.0,1921.0,1940.0,67601110.0,0.028416693157849036,7.561121589530238,-7.44064589948231,0.476498852725065,8.009,58.8388907240647,-2.00313613657686
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2021,0,208.0,2801.0,588.0,67842811.0,0.041286614730630784,7.938088726896952,6.88233783360239,1.64233141038393,7.871,63.788482630872,0.244238511780543
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2022,1,43.0,69302.0,1270.0,68184457.0,1.016389996330102,11.146243474284297,2.71676264185913,5.22236748369725,7.303,75.9630077981996,-1.43234855251881
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2023,1,0.0,68181.0,1866.0,68372286.0,0.9972022874882376,11.129935879377234,1.43921494437743,4.8783572650844,7.335,70.6261450610225,-1.04301703799496
Russia-Ukraine War,Ukraine,UKR,France,FRA,non_neighbor_european_host,2024,1,0.0,68929.0,6296.0,68551653.0,1.0055045645653504,11.140846775879698,1.19046798275883,1.99904942291462,7.4,68.1081875443744,0.0851279883251641
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2010,0,0.0,44.0,7.0,10000023.0,0.004399989880023276,3.8066624897703196,1.06795068152046,4.85555795691956,11.172,157.838960085896,-0.188218208390541
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2011,0,0.0,44.0,0.0,9971727.0,0.0044124753916748825,3.8066624897703196,1.91670916599742,3.9299209893507,11.029,166.754347209897,0.428842717780173
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2012,0,0.0,41.0,0.0,9920362.0,0.0041329136981090005,3.7376696182833684,-1.33948446518181,5.65214517088646,11.003,166.17569860957,1.0790451227521
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2013,0,0.0,9.0,5.0,9872734.0,0.0009116015887797646,2.302585092994046,2.03216990678146,1.73319984983101,10.177,164.476024791467,2.99109062228032
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2014,0,4895.0,10.0,7.0,9833038.0,0.0010169796964071532,2.3978952727983707,4.33435364113967,-0.227566270988219,7.725,168.358355086413,0.747477578049868
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2015,0,1890.0,17.0,11.0,9797755.0,0.0017350913551114515,2.8903717578961645,3.65981615406955,-0.0616446800641672,6.813,167.290738494524,2.11856059497338
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2016,0,697.0,19.0,5.0,9759755.0,0.0019467701801940726,2.995732273553991,2.43864141309342,0.394769306686392,5.115,163.97194450015,4.40234047330024
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2017,0,447.0,19.0,0.0,9726756.0,0.001953374794227387,2.995732273553991,4.12418389451805,2.34824281150154,4.156,165.032855840268,1.71954655139941
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2018,0,243.0,19.0,0.0,9706964.0,0.0019573576248969296,2.995732273553991,5.60613813768876,2.85024792594646,3.667,162.700858777925,0.340906702488933
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2019,0,311.0,15.0,0.0,9694824.0,0.0015472173605214493,2.772588722239781,5.07718495088933,3.33858635382008,3.411,159.925556464831,-0.606737568975118
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2020,0,196.0,14.0,0.0,9670419.0,0.0014477138994701264,2.70805020110221,-4.33872540024058,3.32674385766738,4.248,154.527002936377,-1.03428088875148
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2021,0,208.0,13.0,0.0,9630932.0,0.0013498174423825233,2.6390573296152584,7.22291580811137,5.11096534382855,4.021,159.187527332834,-4.28505680487641
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2022,1,43.0,29632.0,5.0,9605074.0,3.0850360965464714,10.296643884176694,4.15238057779229,14.6081439492433,3.583,185.000204092698,-8.86819485242409
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2023,1,0.0,57401.0,0.0,9592186.0,5.984141675317805,10.957834424906222,-0.817107370513455,17.1249659678737,4.096,158.385747467469,-0.00361531860726958
Russia-Ukraine War,Ukraine,UKR,Hungary,HUN,neighboring_host,2024,1,0.0,62987.0,0.0,9562065.0,6.587175468897147,11.0506995110403,0.560117843140432,3.70370370370369,4.5,146.504561505902,1.58180029565553
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2010,0,0.0,71.0,6.0,59819407.0,0.0011869057812625926,4.276666119016055,1.52910573247101,1.52551602118248,8.363,51.6621118138339,-3.24412215335914
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2011,0,0.0,60.0,0.0,60026841.0,0.000999552850032538,4.110873864173311,0.695463154440176,2.78063272879323,8.359,54.4722149449288,-2.74163808728921
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2012,0,0.0,60.0,13.0,60191247.0,0.0009968226775564227,4.110873864173311,-3.12523877282996,3.04136333226775,10.655,54.8844952702204,-0.215238993496647
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2013,0,0.0,77.0,5.0,60311613.0,0.0012767027139532813,4.356708826689592,-1.81802510749792,1.21999342274306,12.149,54.0341846317499,1.03825599780866
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2014,0,4895.0,236.0,1556.0,60320707.0,0.003912420986710252,5.4680601411351315,-0.00138761730454462,0.241047429826756,12.683,54.4545299332032,1.70979552518118
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2015,0,1890.0,1870.0,3106.0,60229605.0,0.03104785429026141,7.534228326274089,0.885667635240807,0.0387903996579733,11.896,55.4356858148221,1.23326652485504
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2016,0,697.0,3720.0,2544.0,60115223.0,0.061881164443156104,8.221747728346623,1.23622108511661,-0.09401665691575,11.688,54.4321467018313,2.46140246001819
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2017,0,447.0,4947.0,4453.0,60002252.0,0.08244690549281383,8.506738733512378,1.60369995294101,1.22653316645812,11.211,57.5829940274911,2.47968309636806
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2018,0,243.0,5861.0,4164.0,60148658.0,0.09744190801397432,8.676246121270838,0.826646712344115,1.13748763600391,10.538,59.2749835128154,2.57144669559437
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2019,0,311.0,6353.0,1189.0,59729081.0,0.10636359866310349,8.756839814829462,0.429162533780342,0.611246943765304,9.884,58.6941902594738,3.23388196417885
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2020,0,196.0,2920.0,961.0,59438851.0,0.049126117865232626,7.979681302387741,-8.86822122185345,-0.13770757391651,9.192,53.9394839042764,3.9369545603398
Russia-Ukraine War,Ukraine,UKR,Italy,ITA,non_neighbor_european_host,2021,0,208.0,3379.0,680.0,59133173.0,0.05714220679482226,8.125630988477065,8.93106210800055,1.87378325762481,9.497,60.3019776202798,2.03966459401318
